Student Name: William Collins
line 1: op1 = -489.11, op2 = 432.89, op = '+', result = -56.219
line 646: op1 = 187.40, op2 = -229.57, op = '+', result = -42.165
line 628: op1 = 516.38, op2 = 397.22, op = '/', result = 1.300
line 631: op1 = 323.63, op2 = 45.58, op = '-', result = 278.047
line 637: op1 = -387.11, op2 = -667.96, op = '*', result = 258575.847
line 647: op1 = -315.60, op2 = -232.06, op = '+', result = -547.661
line 629: op1 = -277.48, op2 = 48.63, op = '/', result = -5.706
line 632: op1 = -24.72, op2 = -138.44, op = '-', result = 113.716
line 638: op1 = 352.45, op2 = 80.30, op = '*', result = 28303.104
line 648: op1 = 40.37, op2 = 76.71, op = '+', result = 117.084
line 630: op1 = 68.63, op2 = -343.17, op = '/', result = -0.200
line 633: op1 = 4.81, op2 = -202.20, op = '-', result = 207.011
line 631: op1 = 323.63, op2 = 45.58, op = '/', result = 7.100
line 639: op1 = 194.07, op2 = 170.96, op = '*', result = 33178.762
line 649: op1 = 53.27, op2 = -103.40, op = '+', result = -50.133
line 634: op1 = -104.33, op2 = 85.01, op = '-', result = -189.346
line 632: op1 = -24.72, op2 = -138.44, op = '/', result = 0.179
line 640: op1 = -4.22, op2 = -113.94, op = '*', result = 480.790
line 650: op1 = 167.98, op2 = 41.42, op = '+', result = 209.406
line 635: op1 = 381.18, op2 = -28.77, op = '-', result = 409.952
line 633: op1 = 4.81, op2 = -202.20, op = '/', result = -0.024
line 641: op1 = -806.05, op2 = -806.05, op = '*', result = 649724.220
line 651: op1 = -284.41, op2 = 507.47, op = '+', result = 223.063
line 636: op1 = -296.44, op2 = 203.80, op = '-', result = -500.247
line 634: op1 = -104.33, op2 = 85.01, op = '/', result = -1.227
line 642: op1 = -724.41, op2 = -470.50, op = '*', result = 340833.301
line 652: op1 = 678.96, op2 = -216.69, op = '+', result = 462.270
line 643: op1 = 36.92, op2 = 57.59, op = '*', result = 2125.994
line 637: op1 = -387.11, op2 = -667.96, op = '-', result = 280.847
line 635: op1 = 381.18, op2 = -28.77, op = '/', result = -13.250
line 653: op1 = 271.97, op2 = 60.44, op = '+', result = 332.403
line 644: op1 = 59.31, op2 = -1.65, op = '*', result = -97.702
line 638: op1 = 352.45, op2 = 80.30, op = '-', result = 272.143
line 636: op1 = -296.44, op2 = 203.80, op = '/', result = -1.455
line 654: op1 = 163.69, op2 = 208.97, op = '+', result = 372.657
line 645: op1 = 426.44, op2 = -408.30, op = '*', result = -174114.684
line 639: op1 = 194.07, op2 = 170.96, op = '-', result = 23.103
line 637: op1 = -387.11, op2 = -667.96, op = '/', result = 0.580
line 655: op1 = -175.80, op2 = 425.98, op = '+', result = 250.181
line 646: op1 = 187.40, op2 = -229.57, op = '*', result = -43021.422
line 640: op1 = -4.22, op2 = -113.94, op = '-', result = 109.716
line 638: op1 = 352.45, op2 = 80.30, op = '/', result = 4.389
line 656: op1 = -304.40, op2 = -498.11, op = '+', result = -802.503
line 639: op1 = 194.07, op2 = 170.96, op = '/', result = 1.135
line 647: op1 = -315.60, op2 = -232.06, op = '*', result = 73238.466
line 641: op1 = -806.05, op2 = -806.05, op = '-', result = 0.000
line 657: op1 = 162.89, op2 = 29.83, op = '+', result = 192.716
line 640: op1 = -4.22, op2 = -113.94, op = '/', result = 0.037
line 648: op1 = 40.37, op2 = 76.71, op = '*', result = 3097.071
line 642: op1 = -724.41, op2 = -470.50, op = '-', result = -253.918
line 658: op1 = -19.57, op2 = 102.98, op = '+', result = 83.411
line 641: op1 = -806.05, op2 = -806.05, op = '/', result = 1.000
line 649: op1 = 53.27, op2 = -103.40, op = '*', result = -5507.601
line 643: op1 = 36.92, op2 = 57.59, op = '-', result = -20.673
line 659: op1 = 274.21, op2 = 117.52, op = '+', result = 391.729
line 642: op1 = -724.41, op2 = -470.50, op = '/', result = 1.540
line 650: op1 = 167.98, op2 = 41.42, op = '*', result = 6958.092
line 644: op1 = 59.31, op2 = -1.65, op = '-', result = 60.954
line 660: op1 = 500.42, op2 = -353.56, op = '+', result = 146.862
line 645: op1 = 426.44, op2 = -408.30, op = '-', result = 834.738
line 643: op1 = 36.92, op2 = 57.59, op = '/', result = 0.641
line 651: op1 = -284.41, op2 = 507.47, op = '*', result = -144326.402
line 661: op1 = 81.48, op2 = -119.08, op = '+', result = -37.606
line 646: op1 = 187.40, op2 = -229.57, op = '-', result = 416.970
line 644: op1 = 59.31, op2 = -1.65, op = '/', result = -36.000
line 652: op1 = 678.96, op2 = -216.69, op = '*', result = -147123.113
line 662: op1 = -692.52, op2 = -133.78, op = '+', result = -826.304
line 647: op1 = -315.60, op2 = -232.06, op = '-', result = -83.542
line 645: op1 = 426.44, op2 = -408.30, op = '/', result = -1.044
line 653: op1 = 271.97, op2 = 60.44, op = '*', result = 16436.773
line 663: op1 = -138.44, op2 = -156.89, op = '+', result = -295.329
line 648: op1 = 40.37, op2 = 76.71, op = '-', result = -36.336
line 646: op1 = 187.40, op2 = -229.57, op = '/', result = -0.816
line 654: op1 = 163.69, op2 = 208.97, op = '*', result = 34205.792
line 647: op1 = -315.60, op2 = -232.06, op = '/', result = 1.360
line 664: op1 = 110.23, op2 = -136.17, op = '+', result = -25.937
line 649: op1 = 53.27, op2 = -103.40, op = '-', result = 156.664
line 655: op1 = -175.80, op2 = 425.98, op = '*', result = -74889.231
line 648: op1 = 40.37, op2 = 76.71, op = '/', result = 0.526
line 650: op1 = 167.98, op2 = 41.42, op = '-', result = 126.564
line 656: op1 = -304.40, op2 = -498.11, op = '*', result = 151622.057
line 649: op1 = 53.27, op2 = -103.40, op = '/', result = -0.515
line 665: op1 = 104.66, op2 = -114.18, op = '+', result = -9.515
line 651: op1 = -284.41, op2 = 507.47, op = '-', result = -791.873
line 657: op1 = 162.89, op2 = 29.83, op = '*', result = 4858.256
line 650: op1 = 167.98, op2 = 41.42, op = '/', result = 4.056
line 666: op1 = 9.84, op2 = -9.41, op = '+', result = 0.433
line 652: op1 = 678.96, op2 = -216.69, op = '-', result = 895.648
line 658: op1 = -19.57, op2 = 102.98, op = '*', result = -2014.785
line 651: op1 = -284.41, op2 = 507.47, op = '/', result = -0.560
line 659: op1 = 274.21, op2 = 117.52, op = '*', result = 32224.859
line 667: op1 = -51.02, op2 = 438.79, op = '+', result = 387.767
line 653: op1 = 271.97, op2 = 60.44, op = '-', result = 211.529
line 652: op1 = 678.96, op2 = -216.69, op = '/', result = -3.133
line 660: op1 = 500.42, op2 = -353.56, op = '*', result = -176925.303
line 668: op1 = 595.54, op2 = -386.72, op = '+', result = 208.827
line 654: op1 = 163.69, op2 = 208.97, op = '-', result = -45.276
line 653: op1 = 271.97, op2 = 60.44, op = '/', result = 4.500
line 661: op1 = 81.48, op2 = -119.08, op = '*', result = -9702.939
line 669: op1 = 547.72, op2 = -563.15, op = '+', result = -15.429
line 655: op1 = -175.80, op2 = 425.98, op = '-', result = -601.787
line 654: op1 = 163.69, op2 = 208.97, op = '/', result = 0.783
line 662: op1 = -692.52, op2 = -133.78, op = '*', result = 92647.364
line 670: op1 = 117.27, op2 = 149.25, op = '+', result = 266.523
line 656: op1 = -304.40, op2 = -498.11, op = '-', result = 193.708
line 671: op1 = -268.38, op2 = 504.81, op = '+', result = 236.428
line 655: op1 = -175.80, op2 = 425.98, op = '/', result = -0.413
line 663: op1 = -138.44, op2 = -156.89, op = '*', result = 21719.655
line 657: op1 = 162.89, op2 = 29.83, op = '-', result = 133.066
line 672: op1 = 356.20, op2 = 242.87, op = '+', result = 599.068
line 656: op1 = -304.40, op2 = -498.11, op = '/', result = 0.611
line 664: op1 = 110.23, op2 = -136.17, op = '*', result = -15010.195
line 658: op1 = -19.57, op2 = 102.98, op = '-', result = -122.542
line 673: op1 = -247.48, op2 = -39.08, op = '+', result = -286.559
line 657: op1 = 162.89, op2 = 29.83, op = '/', result = 5.462
line 659: op1 = 274.21, op2 = 117.52, op = '-', result = 156.692
line 674: op1 = -658.85, op2 = 264.90, op = '+', result = -393.949
line 658: op1 = -19.57, op2 = 102.98, op = '/', result = -0.190
line 665: op1 = 104.66, op2 = -114.18, op = '*', result = -11949.736
line 660: op1 = 500.42, op2 = -353.56, op = '-', result = 853.973
line 675: op1 = -25.48, op2 = -15.15, op = '+', result = -40.635
line 661: op1 = 81.48, op2 = -119.08, op = '-', result = 200.564
line 659: op1 = 274.21, op2 = 117.52, op = '/', result = 2.333
line 666: op1 = 9.84, op2 = -9.41, op = '*', result = -92.609
line 676: op1 = 291.29, op2 = -236.67, op = '+', result = 54.616
line 662: op1 = -692.52, op2 = -133.78, op = '-', result = -558.739
line 660: op1 = 500.42, op2 = -353.56, op = '/', result = -1.415
line 667: op1 = -51.02, op2 = 438.79, op = '*', result = -22387.878
line 677: op1 = 732.76, op2 = -750.86, op = '+', result = -18.093
line 663: op1 = -138.44, op2 = -156.89, op = '-', result = 18.458
line 661: op1 = 81.48, op2 = -119.08, op = '/', result = -0.684
line 668: op1 = 595.54, op2 = -386.72, op = '*', result = -230306.942
line 678: op1 = -658.60, op2 = -584.51, op = '+', result = -1243.110
line 664: op1 = 110.23, op2 = -136.17, op = '-', result = 246.401
line 662: op1 = -692.52, op2 = -133.78, op = '/', result = 5.176
line 669: op1 = 547.72, op2 = -563.15, op = '*', result = -308445.643
line 663: op1 = -138.44, op2 = -156.89, op = '/', result = 0.882
line 679: op1 = -97.76, op2 = 21.25, op = '+', result = -76.505
line 665: op1 = 104.66, op2 = -114.18, op = '-', result = 218.837
line 670: op1 = 117.27, op2 = 149.25, op = '*', result = 17502.888
line 664: op1 = 110.23, op2 = -136.17, op = '/', result = -0.810
line 680: op1 = 91.66, op2 = -353.55, op = '+', result = -261.891
line 666: op1 = 9.84, op2 = -9.41, op = '-', result = 19.252
line 671: op1 = -268.38, op2 = 504.81, op = '*', result = -135478.333
line 681: op1 = -323.09, op2 = 39.16, op = '+', result = -283.926
line 667: op1 = -51.02, op2 = 438.79, op = '-', result = -489.811
line 672: op1 = 356.20, op2 = 242.87, op = '*', result = 86509.154
line 665: op1 = 104.66, op2 = -114.18, op = '/', result = -0.917
line 682: op1 = 216.19, op2 = 458.33, op = '+', result = 674.521
line 668: op1 = 595.54, op2 = -386.72, op = '-', result = 982.261
line 673: op1 = -247.48, op2 = -39.08, op = '*', result = 9670.707
line 666: op1 = 9.84, op2 = -9.41, op = '/', result = -1.046
line 674: op1 = -658.85, op2 = 264.90, op = '*', result = -174526.138
line 683: op1 = 205.32, op2 = -766.01, op = '+', result = -560.689
line 669: op1 = 547.72, op2 = -563.15, op = '-', result = 1110.865
line 667: op1 = -51.02, op2 = 438.79, op = '/', result = -0.116
line 675: op1 = -25.48, op2 = -15.15, op = '*', result = 386.119
line 684: op1 = -77.09, op2 = -513.95, op = '+', result = -591.043
line 670: op1 = 117.27, op2 = 149.25, op = '-', result = -31.983
line 668: op1 = 595.54, op2 = -386.72, op = '/', result = -1.540
line 676: op1 = 291.29, op2 = -236.67, op = '*', result = -68938.898
line 685: op1 = 21.20, op2 = -7.07, op = '+', result = 14.132
line 671: op1 = -268.38, op2 = 504.81, op = '-', result = -773.183
line 669: op1 = 547.72, op2 = -563.15, op = '/', result = -0.973
line 677: op1 = 732.76, op2 = -750.86, op = '*', result = -550201.223
line 686: op1 = 12.93, op2 = 24.51, op = '+', result = 37.439
line 672: op1 = 356.20, op2 = 242.87, op = '-', result = 113.337
line 670: op1 = 117.27, op2 = 149.25, op = '/', result = 0.786
line 673: op1 = -247.48, op2 = -39.08, op = '-', result = -208.407
line 678: op1 = -658.60, op2 = -584.51, op = '*', result = 384958.024
line 687: op1 = -360.14, op2 = -15.33, op = '+', result = -375.469
line 671: op1 = -268.38, op2 = 504.81, op = '/', result = -0.532
line 674: op1 = -658.85, op2 = 264.90, op = '-', result = -923.743
line 679: op1 = -97.76, op2 = 21.25, op = '*', result = -2077.462
line 688: op1 = 312.99, op2 = 252.80, op = '+', result = 565.782
line 672: op1 = 356.20, op2 = 242.87, op = '/', result = 1.467
line 675: op1 = -25.48, op2 = -15.15, op = '-', result = -10.331
line 680: op1 = 91.66, op2 = -353.55, op = '*', result = -32407.372
line 689: op1 = -72.14, op2 = 69.71, op = '+', result = -2.432
line 673: op1 = -247.48, op2 = -39.08, op = '/', result = 6.333
line 676: op1 = 291.29, op2 = -236.67, op = '-', result = 527.957
line 681: op1 = -323.09, op2 = 39.16, op = '*', result = -12652.832
line 690: op1 = -417.23, op2 = 306.79, op = '+', result = -110.444
line 682: op1 = 216.19, op2 = 458.33, op = '*', result = 99087.266
line 674: op1 = -658.85, op2 = 264.90, op = '/', result = -2.487
line 677: op1 = 732.76, op2 = -750.86, op = '-', result = 1483.621
line 691: op1 = -576.11, op2 = -416.57, op = '+', result = -992.673
line 683: op1 = 205.32, op2 = -766.01, op = '*', result = -157279.504
line 675: op1 = -25.48, op2 = -15.15, op = '/', result = 1.682
line 678: op1 = -658.60, op2 = -584.51, op = '-', result = -74.093
line 692: op1 = 382.52, op2 = 172.92, op = '+', result = 555.447
line 684: op1 = -77.09, op2 = -513.95, op = '*', result = 39621.734
line 676: op1 = 291.29, op2 = -236.67, op = '/', result = -1.231
line 679: op1 = -97.76, op2 = 21.25, op = '-', result = -119.008
line 693: op1 = -220.37, op2 = 142.32, op = '+', result = -78.048
line 685: op1 = 21.20, op2 = -7.07, op = '*', result = -149.793
line 677: op1 = 732.76, op2 = -750.86, op = '/', result = -0.976
line 680: op1 = 91.66, op2 = -353.55, op = '-', result = 445.215
line 694: op1 = 295.74, op2 = 542.19, op = '+', result = 837.935
line 681: op1 = -323.09, op2 = 39.16, op = '-', result = -362.250
line 686: op1 = 12.93, op2 = 24.51, op = '*', result = 316.938
line 678: op1 = -658.60, op2 = -584.51, op = '/', result = 1.127
line 695: op1 = 446.89, op2 = 169.82, op = '+', result = 616.707
line 682: op1 = 216.19, op2 = 458.33, op = '-', result = -242.136
line 687: op1 = -360.14, op2 = -15.33, op = '*', result = 5519.289
line 679: op1 = -97.76, op2 = 21.25, op = '/', result = -4.600
line 696: op1 = -53.39, op2 = 22.88, op = '+', result = -30.508
line 683: op1 = 205.32, op2 = -766.01, op = '-', result = 971.334
line 688: op1 = 312.99, op2 = 252.80, op = '*', result = 79121.653
line 680: op1 = 91.66, op2 = -353.55, op = '/', result = -0.259
line 697: op1 = -329.51, op2 = 41.94, op = '+', result = -287.569
line 684: op1 = -77.09, op2 = -513.95, op = '-', result = 436.858
line 689: op1 = -72.14, op2 = 69.71, op = '*', result = -5028.535
line 681: op1 = -323.09, op2 = 39.16, op = '/', result = -8.250
line 690: op1 = -417.23, op2 = 306.79, op = '*', result = -128003.122
line 698: op1 = 176.93, op2 = 302.25, op = '+', result = 479.175
line 685: op1 = 21.20, op2 = -7.07, op = '-', result = 28.265
line 682: op1 = 216.19, op2 = 458.33, op = '/', result = 0.472
line 691: op1 = -576.11, op2 = -416.57, op = '*', result = 239987.085
line 699: op1 = -248.99, op2 = 205.05, op = '+', result = -43.940
line 686: op1 = 12.93, op2 = 24.51, op = '-', result = -11.572
line 683: op1 = 205.32, op2 = -766.01, op = '/', result = -0.268
line 692: op1 = 382.52, op2 = 172.92, op = '*', result = 66146.988
line 700: op1 = 43.15, op2 = -31.30, op = '+', result = 11.844
line 687: op1 = -360.14, op2 = -15.33, op = '-', result = -344.818
line 684: op1 = -77.09, op2 = -513.95, op = '/', result = 0.150
line 693: op1 = -220.37, op2 = 142.32, op = '*', result = -31363.643
line 701: op1 = -263.18, op2 = 305.04, op = '+', result = 41.869
line 688: op1 = 312.99, op2 = 252.80, op = '-', result = 60.190
line 685: op1 = 21.20, op2 = -7.07, op = '/', result = -3.000
line 689: op1 = -72.14, op2 = 69.71, op = '-', result = -141.845
line 694: op1 = 295.74, op2 = 542.19, op = '*', result = 160349.327
line 702: op1 = 105.39, op2 = 164.96, op = '+', result = 270.355
line 686: op1 = 12.93, op2 = 24.51, op = '/', result = 0.528
line 690: op1 = -417.23, op2 = 306.79, op = '-', result = -724.024
line 695: op1 = 446.89, op2 = 169.82, op = '*', result = 75889.785
line 703: op1 = -113.72, op2 = -479.60, op = '+', result = -593.315
line 687: op1 = -360.14, op2 = -15.33, op = '/', result = 23.500
line 691: op1 = -576.11, op2 = -416.57, op = '-', result = -159.537
line 696: op1 = -53.39, op2 = 22.88, op = '*', result = -1221.584
line 704: op1 = 443.48, op2 = -543.42, op = '+', result = -99.939
line 688: op1 = 312.99, op2 = 252.80, op = '/', result = 1.238
line 692: op1 = 382.52, op2 = 172.92, op = '-', result = 209.603
line 697: op1 = -329.51, op2 = 41.94, op = '*', result = -13818.530
line 705: op1 = -72.01, op2 = 783.12, op = '+', result = 711.111
line 689: op1 = -72.14, op2 = 69.71, op = '/', result = -1.035
line 706: op1 = -132.95, op2 = 99.71, op = '+', result = -33.237
line 693: op1 = -220.37, op2 = 142.32, op = '-', result = -362.693
line 698: op1 = 176.93, op2 = 302.25, op = '*', result = 53475.692
line 690: op1 = -417.23, op2 = 306.79, op = '/', result = -1.360
line 707: op1 = -118.69, op2 = 378.88, op = '+', result = 260.195
line 694: op1 = 295.74, op2 = 542.19, op = '-', result = -246.452
line 699: op1 = -248.99, op2 = 205.05, op = '*', result = -51056.979
line 691: op1 = -576.11, op2 = -416.57, op = '/', result = 1.383
line 708: op1 = -636.30, op2 = 636.30, op = '+', result = 0.000
line 695: op1 = 446.89, op2 = 169.82, op = '-', result = 277.071
line 700: op1 = 43.15, op2 = -31.30, op = '*', result = -1350.546
line 692: op1 = 382.52, op2 = 172.92, op = '/', result = 2.212
line 709: op1 = -199.87, op2 = 59.05, op = '+', result = -140.815
line 696: op1 = -53.39, op2 = 22.88, op = '-', result = -76.270
line 701: op1 = -263.18, op2 = 305.04, op = '*', result = -80280.375
line 697: op1 = -329.51, op2 = 41.94, op = '-', result = -371.443
line 710: op1 = -248.59, op2 = 50.79, op = '+', result = -197.805
line 693: op1 = -220.37, op2 = 142.32, op = '/', result = -1.548
line 702: op1 = 105.39, op2 = 164.96, op = '*', result = 17385.799
line 698: op1 = 176.93, op2 = 302.25, op = '-', result = -125.323
line 711: op1 = -172.86, op2 = 108.04, op = '+', result = -64.823
line 694: op1 = 295.74, op2 = 542.19, op = '/', result = 0.545
line 703: op1 = -113.72, op2 = -479.60, op = '*', result = 54539.039
line 699: op1 = -248.99, op2 = 205.05, op = '-', result = -454.047
line 712: op1 = -78.38, op2 = 317.44, op = '+', result = 239.062
line 695: op1 = 446.89, op2 = 169.82, op = '/', result = 2.632
line 704: op1 = 443.48, op2 = -543.42, op = '*', result = -240996.661
line 700: op1 = 43.15, op2 = -31.30, op = '-', result = 74.448
line 713: op1 = -0.93, op2 = -65.73, op = '+', result = -66.660
line 696: op1 = -53.39, op2 = 22.88, op = '/', result = -2.333
line 705: op1 = -72.01, op2 = 783.12, op = '*', result = -56393.564
line 697: op1 = -329.51, op2 = 41.94, op = '/', result = -7.857
line 701: op1 = -263.18, op2 = 305.04, op = '-', result = -568.220
